Date	DOW	Rite	PropersID_Selected	PropersID_Alt	PropersID_Default	PropersID_Option1	PropersID_Option2	PropersID_Option3	PropersID_Option4	BlankColumn
2029-07-09	Mon	VOE	Trinitytide VI:Mon		Trinitytide VI:Mon	Ss Augustine Zhao Rong & Companions, Martyrs	
2029-07-10	Tue	VOE	Trinitytide VI:Tue		Trinitytide VI:Tue	
2029-07-11	Wed	VOE	St Benedict of Nursia, Europe Patron, Founder, Abbot		St Benedict of Nursia, Europe Patron, Founder, Abbot	
2029-07-12	Thu	VOE	Trinitytide VI:Thu		Trinitytide VI:Thu	
2029-07-13	Fri	VOE	Trinitytide VI:Fri		Trinitytide VI:Fri	St Henry of Bavaria, Holy Roman Emperor	
2029-07-14	Sat	VOE	Trinitytide VI:Sat		Trinitytide VI:Sat	St Camillus of Lellis, Priest	Saturday memorial of our Lady	
2029-07-15	Sun	VOE	TRINITY VII		TRINITY VII	
2029-07-16	Mon	VOE	Trinitytide VII:Mon		Trinitytide VII:Mon	Our Lady of Mount Carmel	
2029-07-17	Tue	VOE	Trinitytide VII:Tue		Trinitytide VII:Tue	
2029-07-18	Wed	VOE	Trinitytide VII:Wed		Trinitytide VII:Wed	
2029-07-19	Thu	VOE	Trinitytide VII:Thu		Trinitytide VII:Thu	
2029-07-20	Fri	VOE	Trinitytide VII:Fri		Trinitytide VII:Fri	St Apollinaris, Bishop, Martyr	St Margaret of Antioch, Virgin, Martyr	
2029-07-21	Sat	VOE	Trinitytide VII:Sat		Trinitytide VII:Sat	St Laurence of Brindisi, Priest, Doctor	Saturday memorial of our Lady	
2029-07-22	Sun	VOE	TRINITY VIII		TRINITY VIII	
2029-07-23	Mon	VOE	St Bridget of Sweden, Europe Co-Patron		St Bridget of Sweden, Europe Co-Patron	
2029-07-24	Tue	VOE	Trinitytide VIII:Tue		Trinitytide VIII:Tue	St Charbel Makhlouf, Priest	
2029-07-25	Wed	VOE	St James the Great, Spain Patron, Apostle		St James the Great, Spain Patron, Apostle	
2029-07-26	Thu	VOE	St Joachim & Saint Anne, Parents of our Lady		St Joachim & Saint Anne, Parents of our Lady	
2029-07-27	Fri	VOE	Trinitytide VIII:Fri		Trinitytide VIII:Fri	
2029-07-28	Sat	VOE	Trinitytide VIII:Sat		Trinitytide VIII:Sat	Saturday memorial of our Lady	
2029-07-29	Sun	VOE	TRINITY IX		TRINITY IX	
2029-07-30	Mon	VOE	Trinitytide IX:Mon		Trinitytide IX:Mon	St Peter Chrysologus, Bishop, Doctor	
2029-07-31	Tue	VOE	St Ignatius of Loyola, Founder, Priest		St Ignatius of Loyola, Founder, Priest	
2029-08-01	Wed	VOE	St Alphonsus Liguori, Bishop, Doctor		St Alphonsus Liguori, Bishop, Doctor	
2029-08-02	Thu	VOE	Trinitytide IX:Thu		Trinitytide IX:Thu	St Eusebius of Vercelli, Bishop	St Peter Julian Eymard, Priest	
2029-08-03	Fri	VOE	Trinitytide IX:Fri		Trinitytide IX:Fri	
2029-08-04	Sat	VOE	St John Mary Vianney, Priest		St John Mary Vianney, Priest	
2029-08-05	Sun	VOE	TRINITY X		TRINITY X	
2029-08-06	Mon	VOE	Transfiguration of the Lord		Transfiguration of the Lord	
2029-08-07	Tue	VOE	Trinitytide X:Tue		Trinitytide X:Tue	Ss Sixtus II, Pope, & Companions, Martyrs	St Cajetan, Priest	
2029-08-08	Wed	VOE	St Dominic, Natural Science Patron, Founder, Priest		St Dominic, Natural Science Patron, Founder, Priest	
2029-08-09	Thu	VOE	St Teresa Benedicta of the Cross, Virgin, Martyr		St Teresa Benedicta of the Cross, Virgin, Martyr	
2029-08-10	Fri	VOE	St Laurence, Deacon, Martyr		St Laurence, Deacon, Martyr	
2029-08-11	Sat	VOE	St Clare, Virgin		St Clare, Virgin	
2029-08-12	Sun	VOE	TRINITY XI		TRINITY XI	
2029-08-13	Mon	VOE	Trinitytide XI:Mon		Trinitytide XI:Mon	Ss Pontian, Pope, & Hippolytus, Priest, Martyrs	
2029-08-14	Tue	VOE	St Maximilian Kolbe, Priest, Martyr		St Maximilian Kolbe, Priest, Martyr	
2029-08-15	Wed	VOE	ASSUMPTION OF OUR LADY		ASSUMPTION OF OUR LADY	
2029-08-16	Thu	VOE	Trinitytide XI:Thu		Trinitytide XI:Thu	St Stephen of Hungary, King	
2029-08-17	Fri	VOE	Trinitytide XI:Fri		Trinitytide XI:Fri	
2029-08-18	Sat	VOE	Trinitytide XI:Sat		Trinitytide XI:Sat	Saturday memorial of our Lady	
2029-08-19	Sun	VOE	TRINITY XII		TRINITY XII	
2029-08-20	Mon	VOE	St Bernard of Clairvaux, Abbot, Doctor		St Bernard of Clairvaux, Abbot, Doctor	
2029-08-21	Tue	VOE	St Pius X, Pope		St Pius X, Pope	
2029-08-22	Wed	VOE	Our Lady, Mother & Queen		Our Lady, Mother & Queen	
2029-08-23	Thu	VOE	Trinitytide XII:Thu		Trinitytide XII:Thu	St Rose of Lima, Virgin	
2029-08-24	Fri	VOE	St Bartholomew, Apostle		St Bartholomew, Apostle	
2029-08-25	Sat	VOE	Trinitytide XII:Sat		Trinitytide XII:Sat	St Louis of France, King		St Joseph Calasanz, Priest	Saturday memorial of our Lady	
2029-08-26	Sun	VOE	TRINITY XIII		TRINITY XIII	
2029-08-27	Mon	VOE	St Monica		St Monica	
2029-08-28	Tue	VOE	St Augustine of Hippo, Bishop, Doctor		St Augustine of Hippo, Bishop, Doctor	
2029-08-29	Wed	VOE	Beheading of St John the Baptist		Beheading of St John the Baptist	
2029-08-30	Thu	VOE	Trinitytide XIII:Thu		Trinitytide XIII:Thu	Ss Margaret Clitherow, Anne Line, & Margaret Ward, Martyrs	
2029-08-31	Fri	VOE	Trinitytide XIII:Fri		Trinitytide XIII:Fri	St Aidan of Lindisfarne, Bishop, Missionary	
2029-09-01	Sat	VOE	Trinitytide XIII:Sat		Trinitytide XIII:Sat	Saturday memorial of our Lady	
2029-09-02	Sun	VOE	TRINITY XIV		TRINITY XIV	
2029-09-03	Mon	VOE	St Gregory the Great, Pope, Doctor		St Gregory the Great, Pope, Doctor	
2029-09-04	Tue	VOE	Trinitytide XIV:Tue		Trinitytide XIV:Tue	St Cuthbert, Bishop	
2029-09-05	Wed	VOE	Trinitytide XIV:Wed		Trinitytide XIV:Wed	St Teresa of Calcutta, Virgin	
2029-09-06	Thu	VOE	Trinitytide XIV:Thu		Trinitytide XIV:Thu	
2029-09-07	Fri	VOE	Trinitytide XIV:Fri		Trinitytide XIV:Fri	
2029-09-08	Sat	VOE	Nativity of our Lady		Nativity of our Lady	
2029-09-09	Sun	VOE	TRINITY XV		TRINITY XV	
2029-09-10	Mon	VOE	Trinitytide XV:Mon		Trinitytide XV:Mon	
2029-09-11	Tue	VOE	Trinitytide XV:Tue		Trinitytide XV:Tue	
2029-09-12	Wed	VOE	Trinitytide XV:Wed		Trinitytide XV:Wed	Most Holy Name of Mary	
2029-09-13	Thu	VOE	St John Chrysostom, Bishop, Doctor		St John Chrysostom, Bishop, Doctor	
2029-09-14	Fri	VOE	Exaltation of the Holy Cross		Exaltation of the Holy Cross	
2029-09-15	Sat	VOE	Our Lady of Sorrows		Our Lady of Sorrows	
2029-09-16	Sun	VOE	TRINITY XVI		TRINITY XVI	
2029-09-17	Mon	VOE	Trinitytide XVI:Mon		Trinitytide XVI:Mon	St Robert Bellarmine, Down Syndrome Patron, Bishop, Doctor	St Ninian, Bishop	St Edith of Kemsing	St Hildegard of Bingen, Virgin, Doctor	
2029-09-18	Tue	VOE	Trinitytide XVI:Tue		Trinitytide XVI:Tue	
2029-09-19	Wed	VOE	Trinitytide XVI:Wed		Trinitytide XVI:Wed	St Januarius, Bishop, Martyr	St Theodore of Tarsus, Archbishop of Canterbury	
2029-09-20	Thu	VOE	Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang, & Companions, Martyrs		Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang, & Companions, Martyrs	
2029-09-21	Fri	VOE	St Matthew, Apostle, Evangelist		St Matthew, Apostle, Evangelist	
2029-09-22	Sat	VOE	Trinitytide XVI:Sat		Trinitytide XVI:Sat	Saturday memorial of our Lady	
2029-09-23	Sun	VOE	TRINITY XVII		TRINITY XVII	
2029-09-24	Mon	VOE	Our Lady of Walsingham		Our Lady of Walsingham	
2029-09-25	Tue	VOE	Trinitytide XVII:Tue		Trinitytide XVII:Tue	
2029-09-26	Wed	VOE	Trinitytide XVII:Wed		Trinitytide XVII:Wed	Ss Cosmas & Damian, Martyrs	
2029-09-27	Thu	VOE	St Vincent de Paul, Priest		St Vincent de Paul, Priest	
2029-09-28	Fri	VOE	Trinitytide XVII:Fri		Trinitytide XVII:Fri	St Wenceslaus, Martyr	Ss Laurence Ruiz & Companions, Martyrs	
2029-09-29	Sat	VOE	Ss Michael, Gabriel & Raphael, Archangels		Ss Michael, Gabriel & Raphael, Archangels	
2029-09-30	Sun	VOE	TRINITY XVIII		TRINITY XVIII	
2029-10-01	Mon	VOE	St Thérèse of the Child Jesus, Virgin, Doctor		St Thérèse of the Child Jesus, Virgin, Doctor	
2029-10-02	Tue	VOE	Holy Guardian Angels		Holy Guardian Angels	
2029-10-03	Wed	VOE	Trinitytide XVIII:Wed		Trinitytide XVIII:Wed	St Thomas of Hereford, Bishop	
2029-10-04	Thu	VOE	St Francis of Assisi, Ecology Patron, Founder, Confessor		St Francis of Assisi, Ecology Patron, Founder, Confessor	
2029-10-05	Fri	VOE	Trinitytide XVIII:Fri		Trinitytide XVIII:Fri	St Faustina Kowalska, Religious	
2029-10-06	Sat	VOE	Trinitytide XVIII:Sat		Trinitytide XVIII:Sat	St Bruno, Priest	Saturday memorial of our Lady	
2029-10-07	Sun	VOE	TRINITY XIX		TRINITY XIX	
2029-10-08	Mon	VOE	Trinitytide XIX:Mon		Trinitytide XIX:Mon	
2029-10-09	Tue	VOE	St John Henry Newman, Catholic Education Co-Patron, Priest, Doctor		St John Henry Newman, Catholic Education Co-Patron, Priest, Doctor	
2029-10-10	Wed	VOE	Trinitytide XIX:Wed		Trinitytide XIX:Wed	Ss Denis, France Co-Patron, Bishop, & Companions, Martyrs	St John Leonardi, Priest	St Paulinus of York, Bishop, Missionary	
