2030-07-26	Fri	NOE	St Joachim & Saint Anne, Parents of our Lady	St Joachim & Saint Anne, Parents of our Lady
2030-07-27	Sat	NOE	Ord Time XVI:Sat	Ord Time XVI:Sat	Saturday memorial of our Lady
2030-07-28	Sun	NOE	ORDINARY TIME XVII	ORDINARY TIME XVII
2030-07-29	Mon	NOE	Ss Martha, Mary & Lazarus	Ss Martha, Mary & Lazarus
2030-07-30	Tue	NOE	Ord Time XVII:Tue	Ord Time XVII:Tue	St Peter Chrysologus, Bishop, Doctor
2030-07-31	Wed	NOE	St Ignatius of Loyola, Founder, Priest	St Ignatius of Loyola, Founder, Priest
2030-08-01	Thu	NOE	St Alphonsus Liguori, Bishop, Doctor	St Alphonsus Liguori, Bishop, Doctor
2030-08-02	Fri	NOE	Ord Time XVII:Fri	Ord Time XVII:Fri	St Eusebius of Vercelli, Bishop	St Peter Julian Eymard, Priest
2030-08-03	Sat	NOE	Ord Time XVII:Sat	Ord Time XVII:Sat	Saturday memorial of our Lady
2030-08-04	Sun	NOE	ORDINARY TIME XVIII	ORDINARY TIME XVIII
2030-08-05	Mon	NOE	Ord Time XVIII:Mon	Ord Time XVIII:Mon	Dedication of the Basilica of St Mary Major
2030-08-06	Tue	NOE	Transfiguration of the Lord	Transfiguration of the Lord
2030-08-07	Wed	NOE	Ord Time XVIII:Wed	Ord Time XVIII:Wed	Ss Sixtus II, Pope, & Companions, Martyrs	St Cajetan, Priest
2030-08-08	Thu	NOE	St Dominic, Natural Science Patron, Founder, Priest	St Dominic, Natural Science Patron, Founder, Priest
2030-08-09	Fri	NOE	St Teresa Benedicta of the Cross, Virgin, Martyr	St Teresa Benedicta of the Cross, Virgin, Martyr
2030-08-10	Sat	NOE	St Laurence, Deacon, Martyr	St Laurence, Deacon, Martyr
2030-08-11	Sun	NOE	ORDINARY TIME XIX	ORDINARY TIME XIX
2030-08-12	Mon	NOE	Ord Time XIX:Mon	Ord Time XIX:Mon	St Jane Frances de Chantal, Religious
2030-08-13	Tue	NOE	Ord Time XIX:Tue	Ord Time XIX:Tue	Ss Pontian, Pope, & Hippolytus, Priest, Martyrs
2030-08-14	Wed	NOE	St Maximilian Kolbe, Priest, Martyr	St Maximilian Kolbe, Priest, Martyr
2030-08-15	Thu	NOE	ASSUMPTION OF OUR LADY	ASSUMPTION OF OUR LADY
2030-08-16	Fri	NOE	Ord Time XIX:Fri	Ord Time XIX:Fri	St Stephen of Hungary, King
2030-08-17	Sat	NOE	Ord Time XIX:Sat	Ord Time XIX:Sat	Saturday memorial of our Lady
2030-08-18	Sun	NOE	ORDINARY TIME XX	ORDINARY TIME XX
2030-08-19	Mon	NOE	Ord Time XX:Mon	Ord Time XX:Mon	St John Eudes, Priest
2030-08-20	Tue	NOE	St Bernard of Clairvaux, Abbot, Doctor	St Bernard of Clairvaux, Abbot, Doctor
2030-08-21	Wed	NOE	St Pius X, Pope	St Pius X, Pope
2030-08-22	Thu	NOE	Our Lady, Mother & Queen	Our Lady, Mother & Queen
2030-08-23	Fri	NOE	Ord Time XX:Fri	Ord Time XX:Fri	St Rose of Lima, Virgin
2030-08-24	Sat	NOE	St Bartholomew, Apostle	St Bartholomew, Apostle
2030-08-25	Sun	NOE	ORDINARY TIME XXI	ORDINARY TIME XXI
2030-08-26	Mon	NOE	Ord Time XXI:Mon	Ord Time XXI:Mon	Bl Dominic of the Mother of God, Priest
2030-08-27	Tue	NOE	St Monica	St Monica
2030-08-28	Wed	NOE	St Augustine of Hippo, Bishop, Doctor	St Augustine of Hippo, Bishop, Doctor
2030-08-29	Thu	NOE	Beheading of St John the Baptist	Beheading of St John the Baptist
2030-08-30	Fri	NOE	Ord Time XXI:Fri	Ord Time XXI:Fri	Ss Margaret Clitherow, Anne Line, & Margaret Ward, Martyrs
2030-08-31	Sat	NOE	Ord Time XXI:Sat	Ord Time XXI:Sat	St Aidan of Lindisfarne, Bishop, Missionary	Saturday memorial of our Lady
2030-09-01	Sun	NOE	ORDINARY TIME XXII	ORDINARY TIME XXII
2030-09-02	Mon	NOE	Ord Time XXII:Mon	Ord Time XXII:Mon
